run_id,polymer_id,pid_norm,family,is_screen_candidate,use_for_bo,abs0,abs0_summary,abs0_rate_median,abs0_rate_mean,rea20,rea_auc_0_60,t50_min,fog,fit_r2,fit_model,t50_exp_min,t50_linear_min,fit_r2_h0_median,fit_tstart_h0_median,fit_start_idx_h0_median,fit_n_h0_median,n_summary_rows,n_rate_rows_h0,ref_abs0,ref_t50,has_ref_abs0,has_ref_t50,native_rel
260209-1,PMBTA-6,PMBTA-6,pmbta,1,1,25.67809523809523,25.67809523809523,25.67809523809523,25.67809523809523,21.139179046604315,1338.8092234365647,9.617101402172,0.759796818775084,0.9937329512672304,exp,9.617101402172,10.278497738476393,0.9988496683588476,6.0,0.0,6.0,7,1,24.889999999999997,12.657464685988462,1,1,1.0316631272838583
260209-1,PMBTA-7,PMBTA-7,pmbta,1,1,28.079999999999995,28.079999999999995,28.079999999999995,28.079999999999995,31.12931307375753,1423.7546147268367,10.10936509695136,0.7986879954041829,0.9464708793424316,exp,10.10936509695136,11.44147682639434,0.9999697883152928,6.0,0.0,4.0,7,1,24.889999999999997,12.657464685988462,1,1,1.1281639212535155
260209-1,PMBTA-8,PMBTA-8,pmbta,1,1,25.13999999999999,25.13999999999999,25.13999999999999,25.13999999999999,24.20264699500977,1470.120141062862,10.958491740369036,0.8657730447788528,0.9847375757011346,exp,10.958491740369036,11.678752302025783,0.9999824903011036,6.0,0.0,4.0,7,1,24.889999999999997,12.657464685988462,1,1,1.0100441944556044
260209-1,PMBTA-9,PMBTA-9,pmbta,1,1,26.469999999999995,26.469999999999995,26.469999999999995,26.469999999999995,26.957741918074387,1428.723524303426,10.322447587276969,0.8155225270905708,0.9954457385295586,exp,10.322447587276969,10.9761780104712,0.9988561371589976,6.0,0.0,4.0,7,1,24.889999999999997,12.657464685988462,1,1,1.0634793089594214
260209-1,PMPC,PMPC,homopolymer_pmpc,1,1,15.55666666666666,15.55666666666666,15.55666666666666,15.55666666666666,35.632658891711856,1783.0855541858336,14.307803777461158,1.130384649091661,0.9642120275954504,exp,14.307803777461158,15.34902365860031,0.999074998893402,6.0,0.0,4.0,7,1,24.889999999999997,12.657464685988462,1,1,0.6250167403240925
260209-1,PMTAC,PMTAC,homopolymer_pmtac,1,1,20.62202020202021,20.62202020202021,20.62202020202021,20.62202020202021,17.059686265399485,1016.5495483354831,5.533261359220331,0.4371540033088563,0.9777823441063525,exp,5.533261359220331,4.575300205793199,0.9738451800936349,186.0,0.0,10.0,6,1,24.889999999999997,12.657464685988462,1,1,0.8285263239059949
260209-2,background,BACKGROUND,background,0,1,29.09666666666666,29.09666666666666,29.09666666666666,29.09666666666666,0.1718409898041001,256.6445182724252,0.5713158297543133,0.0245182234185671,0.9999447496881662,exp,0.5713158297543133,2.5057411872775286,0.9993309328282868,6.0,0.0,4.0,4,1,14.797142857142854,23.30168136577413,1,1,1.9663705992147777
260209-2,GOx,GOX,reference,0,1,14.797142857142854,14.797142857142854,14.797142857142854,14.797142857142854,58.90508678209011,2744.4625098250326,23.30168136577413,1.0,,nan,,23.30168136577413,0.9993215165456408,6.0,0.0,6.0,7,1,14.797142857142854,23.30168136577413,1,1,1.0
260209-2,GOx with DMSO,GOX WITH DMSO,solvent_control,0,1,25.033333333333328,25.033333333333328,25.033333333333328,25.033333333333328,28.931266248177057,1535.1060730481558,11.410644375523924,0.4896918894567005,0.9914633946046812,exp,11.410644375523924,12.159793814432984,0.9998000403464692,6.0,0.0,4.0,7,1,14.797142857142854,23.30168136577413,1,1,1.691768037587694
260209-2,PMBTA-1,PMBTA-1,pmbta,1,1,27.01666666666666,27.01666666666666,27.01666666666666,27.01666666666666,25.41288446285361,1460.569073123052,10.670913880644958,0.4579460903760602,0.9923366504976364,exp,10.670913880644958,10.869432373709934,0.9998558610555368,6.0,0.0,4.0,7,1,14.797142857142854,23.30168136577413,1,1,1.825802922057025
260209-2,PMBTA-10,PMBTA-10,pmbta,1,1,11.856709956709958,11.856709956709958,11.856709956709958,11.856709956709958,49.18622580092511,1978.2237113720553,17.024355263189396,0.7306063024359707,0.9439071734007982,exp,17.024355263189396,19.4547524510265,0.9942903679051164,6.0,0.0,21.0,6,1,14.797142857142854,23.30168136577413,1,1,0.8012837391095745
260209-2,PMBTA-11,PMBTA-11,pmbta,1,1,26.746666666666663,26.746666666666663,26.746666666666663,26.746666666666663,30.349427906755945,1608.7455976227163,11.992749360673468,0.5146731333425838,0.9776395829603228,exp,11.992749360673468,12.12739472916464,0.999033870396128,6.0,0.0,4.0,7,1,14.797142857142854,23.30168136577413,1,1,1.8075561562721247
260209-2,PMBTA-2,PMBTA-2,pmbta,1,1,31.553333333333324,31.553333333333324,31.553333333333324,31.553333333333324,18.078920867849675,1173.931331363193,8.046367874620937,0.3453127586938669,0.9826322987401198,exp,8.046367874620937,7.365714977014275,0.9996770871799906,6.0,0.0,4.0,7,1,14.797142857142854,23.30168136577413,1,1,2.132393640986033
260209-2,PMBTA-3,PMBTA-3,pmbta,1,1,22.95714285714285,22.95714285714285,22.95714285714285,22.95714285714285,28.429786351379395,1551.48042340015,11.859896495730592,0.508971705069772,0.9857718012179888,exp,11.859896495730592,13.616566342064296,0.9983748480429224,6.0,0.0,6.0,7,1,14.797142857142854,23.30168136577413,1,1,1.5514578103881056
260209-2,PMBTA-4,PMBTA-4,pmbta,1,1,28.12,28.12,28.12,28.12,26.572625256835785,1425.0270434480958,10.412996109144574,0.4468774568533644,0.9910261592095788,exp,10.412996109144574,11.358535144713525,0.9994483001144014,6.0,0.0,4.0,7,1,14.797142857142854,23.30168136577413,1,1,1.9003668661903848
260209-2,PMBTA-5,PMBTA-5,pmbta,1,1,27.85666666666666,27.85666666666666,27.85666666666666,27.85666666666666,24.88788982147845,1388.1189758747496,9.874101220298805,0.4237505897236255,0.9844198156531488,exp,9.874101220298805,8.895466249305802,0.9996380720545208,6.0,0.0,4.0,7,1,14.797142857142854,23.30168136577413,1,1,1.8825706378322713
260209-2,PMBTA-6,PMBTA-6,pmbta,1,1,25.43809523809523,25.43809523809523,25.43809523809523,25.43809523809523,21.106837752288904,1371.5866695686498,10.04225810151028,0.4309671024967539,0.9897825224576616,exp,10.04225810151028,10.906430275244878,0.9988581144077574,6.0,0.0,6.0,7,1,14.797142857142854,23.30168136577413,1,1,1.7191220956426594
260209-2,PMBTA-7,PMBTA-7,pmbta,1,1,27.876666666666654,27.876666666666654,27.876666666666654,27.876666666666654,21.209688314794143,1270.0667442087986,8.864853500179962,0.3804383624093665,0.9714950152302056,exp,8.864853500179962,10.42130992430614,0.9998215068263346,6.0,0.0,4.0,7,1,14.797142857142854,23.30168136577413,1,1,1.883922250112634
260209-2,PMBTA-8,PMBTA-8,pmbta,1,1,26.106666666666666,26.106666666666666,26.106666666666666,26.106666666666666,21.148004191926564,1282.1546856276173,9.039869845083391,0.3879492515231665,0.9879179380725622,exp,9.039869845083391,10.319240108555915,0.999532727489005,6.0,0.0,4.0,7,1,14.797142857142854,23.30168136577413,1,1,1.7643045633005088
260209-2,PMBTA-9,PMBTA-9,pmbta,1,1,26.27666666666666,26.27666666666666,26.27666666666666,26.27666666666666,25.895084660783013,1454.139833484626,10.567464796680609,0.4535065358932538,0.9904809668863712,exp,10.567464796680609,11.263669774112584,0.9992987731263476,6.0,0.0,4.0,7,1,14.797142857142854,23.30168136577413,1,1,1.775793267683594
260209-2,PMPC,PMPC,homopolymer_pmpc,1,1,15.326666666666664,15.326666666666664,15.326666666666664,15.326666666666664,32.67428526236706,1794.2583732057417,14.914339547837164,0.6400542224280681,0.9458071707879934,exp,14.914339547837164,16.801558002753097,0.9984766122001372,6.0,0.0,4.0,7,1,14.797142857142854,23.30168136577413,1,1,1.0357855441848491
260209-2,PMTAC,PMTAC,homopolymer_pmtac,1,1,15.249880952380948,15.249880952380948,15.249880952380948,15.249880952380948,21.51716463615855,1612.838448576823,11.500632430177872,0.4935537590463398,0.977276606007322,exp,11.500632430177872,13.80927127526829,0.9990926407942956,6.0,0.0,15.0,6,1,14.797142857142854,23.30168136577413,1,1,1.0305963184655982
260209-3,background,BACKGROUND,background,0,1,17.47523809523809,17.47523809523809,17.47523809523809,17.47523809523809,0.2288953076461807,256.1992479154177,0.6546760861443695,0.0705484568106519,0.9999400633697458,exp,0.6546760861443695,2.5124602913791216,0.998978891920123,6.0,0.0,6.0,4,1,23.45333333333333,9.279807323092594,1,1,0.7451067976934946
260209-3,GOx,GOX,reference,0,1,23.45333333333333,23.45333333333333,23.45333333333333,23.45333333333333,26.10655404856656,1353.7070847150846,9.279807323092594,1.0,0.9757514800370776,exp,9.279807323092594,10.58590308370044,0.9999671965050544,6.0,0.0,4.0,7,1,23.45333333333333,9.279807323092594,1,1,1.0
260209-3,GOx with DMSO,GOX WITH DMSO,solvent_control,0,1,25.22333333333333,25.22333333333333,25.22333333333333,25.22333333333333,24.659706620853697,1321.8753736462204,8.965201494920208,0.9660978059975992,0.989081676200488,exp,8.965201494920208,10.323312209332034,0.999953791453986,6.0,0.0,4.0,7,1,23.45333333333333,9.279807323092594,1,1,1.07546901648664
260209-3,PMBTA-1,PMBTA-1,pmbta,1,1,26.84666666666666,26.84666666666666,26.84666666666666,26.84666666666666,21.02593210117421,1250.0878808303692,8.510347507197883,0.9170823499772536,0.9948914471736914,exp,8.510347507197883,9.115489806066636,0.9996427189971968,6.0,0.0,4.0,7,1,23.45333333333333,9.279807323092594,1,1,1.1446844798180784
260209-3,PMBTA-10,PMBTA-10,pmbta,1,1,14.979999999999997,14.979999999999997,14.979999999999997,14.979999999999997,24.73138788225571,1632.887862026714,12.47311347544286,1.3441134111054005,0.9759489874643708,exp,12.47311347544286,14.030013642564809,0.9987496365222448,6.0,0.0,4.0,7,1,23.45333333333333,9.279807323092594,1,1,0.6387151790790221
260209-3,PMBTA-11,PMBTA-11,pmbta,1,1,19.68952380952381,19.68952380952381,19.68952380952381,19.68952380952381,36.63417819483412,1778.1207951137574,13.740395923646917,1.4806768551599392,0.9656244562811864,exp,13.740395923646917,15.594659226783577,0.9986880627489754,6.0,0.0,6.0,7,1,23.45333333333333,9.279807323092594,1,1,0.8395192073418339
260209-3,PMBTA-2,PMBTA-2,pmbta,1,1,26.00666666666666,26.00666666666666,26.00666666666666,26.00666666666666,17.729386737333428,1228.6525211095836,8.541791386659327,0.9204707694095404,0.9985281163127844,exp,8.541791386659327,8.949677938808374,0.9994057208155332,6.0,0.0,4.0,7,1,23.45333333333333,9.279807323092594,1,1,1.1088686753837407
260209-3,PMBTA-3,PMBTA-3,pmbta,1,1,24.34333333333333,24.34333333333333,24.34333333333333,24.34333333333333,21.40056301359876,1336.3532737960695,9.521070422484636,1.025998718614735,0.9965139437335144,exp,9.521070422484636,9.634892961401231,0.9996917353066072,6.0,0.0,4.0,7,1,23.45333333333333,9.279807323092594,1,1,1.0379476975554291
260209-3,PMBTA-4,PMBTA-4,pmbta,1,1,20.70285714285713,20.70285714285713,20.70285714285713,20.70285714285713,32.654621117221176,1658.2948076703258,12.630045369733926,1.361024526695111,0.9772403953940908,exp,12.630045369733926,13.12756649400146,0.9992068157368637,6.0,0.0,6.0,7,1,23.45333333333333,9.279807323092594,1,1,0.8827255745959551
260209-3,PMBTA-5,PMBTA-5,pmbta,1,1,25.5,25.5,25.5,25.5,21.43587131822426,1308.0772713125655,9.237697733442822,0.9954622344857328,0.9979673032682858,exp,9.237697733442822,9.769019161449435,0.9993920567777984,6.0,0.0,4.0,7,1,23.45333333333333,9.279807323092594,1,1,1.0872654917566802
260209-3,PMBTA-6,PMBTA-6,pmbta,1,1,28.48,28.48,28.48,28.48,16.989517972664046,1140.6105598521328,7.709950827237026,0.83083091693628,0.9980985886201376,exp,7.709950827237026,7.815922127585603,0.9987401634268692,6.0,0.0,4.0,7,1,23.45333333333333,9.279807323092594,1,1,1.2143263217737352
260209-3,PMBTA-7,PMBTA-7,pmbta,1,1,25.03333333333333,25.03333333333333,25.03333333333333,25.03333333333333,25.73209746312276,1432.9903562926202,10.306793152544651,1.1106688742228974,0.9963950301604372,exp,10.306793152544651,10.96075560992239,0.9991124920726588,6.0,0.0,4.0,7,1,23.45333333333333,9.279807323092594,1,1,1.0673678226264924
260209-3,PMBTA-8,PMBTA-8,pmbta,1,1,25.51666666666666,25.51666666666666,25.51666666666666,25.51666666666666,20.961938127189608,1265.3982203296378,8.766010793238843,0.9446328450618604,0.996793767734828,exp,8.766010793238843,9.59002754188662,0.9992519127850016,6.0,0.0,4.0,7,1,23.45333333333333,9.279807323092594,1,1,1.0879761227970437
260209-3,PMBTA-9,PMBTA-9,pmbta,1,1,25.653333333333325,25.653333333333325,25.653333333333325,25.653333333333325,22.31214731214732,1351.739476739477,9.75560789253103,1.0512726776400212,0.9955664206021104,exp,9.75560789253103,9.891921741874404,0.9994046271157556,6.0,0.0,4.0,7,1,23.45333333333333,9.279807323092594,1,1,1.0938032973280272
260209-3,PMPC,PMPC,homopolymer_pmpc,1,1,15.55666666666666,15.55666666666666,15.55666666666666,15.55666666666666,27.899676924746583,1664.4824524784199,13.272634631360342,1.4302704969241855,0.956072328601176,exp,13.272634631360342,14.402969429180676,0.999074998893402,6.0,0.0,4.0,7,1,23.45333333333333,9.279807323092594,1,1,0.6633030130756109
260209-3,PMTAC,PMTAC,homopolymer_pmtac,1,1,19.278787878787877,19.278787878787877,19.278787878787877,19.278787878787877,32.38682829192115,1367.2455596768052,8.038680243748136,0.8662550809373012,0.9381756395776424,exp,8.038680243748136,4.935915339974554,0.9889702582135864,186.0,3.0,11.0,6,1,23.45333333333333,9.279807323092594,1,1,0.8220063052354127
260211-1,GOx,GOX,reference,0,1,32.07333333333333,32.07333333333333,32.07333333333333,32.07333333333333,28.146806425750498,1546.6085566896206,11.661139483000616,1.0,0.9702032003486342,exp,11.661139483000616,12.798057447983798,0.9998179692513176,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,1.0
260211-1,GOx with DMSO,GOX WITH DMSO,solvent_control,0,1,31.076666666666657,31.076666666666657,31.076666666666657,31.076666666666657,25.03486002359756,1578.7959722660387,12.374042700006386,1.0611349532389205,0.9587628426383994,exp,12.374042700006386,13.422685834502104,0.9985652414148536,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,0.9689253793390146
260211-1,GOx with EtOH,GOX WITH ETOH,solvent_control,0,1,28.11,28.11,28.11,28.11,14.650237702532262,1425.7189211831685,11.10645537344777,0.9524331125306018,0.9182512900188824,exp,11.10645537344777,12.352135664490426,0.999561947079592,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,0.8764290168364166
260211-1,PMBTA-1,PMBTA-1,pmbta,1,1,31.209999999999997,31.209999999999997,31.209999999999997,31.209999999999997,12.824727339306005,1297.9214260053734,9.9284681181768,0.8514149181261685,0.9527100523216768,exp,9.9284681181768,12.084786053882729,0.9992011703766948,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,0.973082519226772
260211-1,PMBTA-10,PMBTA-10,pmbta,1,1,24.053333333333327,24.053333333333327,24.053333333333327,24.053333333333327,38.71951219512194,1682.3564692882876,11.333264882614197,0.9718831422208448,0.9724855836335248,exp,11.333264882614197,9.102423108681831,0.9939116947212062,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,0.7499480357514029
260211-1,PMBTA-11,PMBTA-11,pmbta,1,1,27.463333333333328,27.463333333333328,27.463333333333328,27.463333333333328,28.313364428184205,2013.379179585637,16.55982385521643,1.4200862513785226,0.8463632847358175,exp,16.55982385521643,15.09625312022165,0.9990990300819068,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,0.8562668883807939
260211-1,PMBTA-2,PMBTA-2,pmbta,1,1,31.79333333333333,31.79333333333333,31.79333333333333,31.79333333333333,15.168580633038594,1355.1140618660015,10.44828157627965,0.8959914759197377,0.9604815103559488,exp,10.44828157627965,12.367319915254235,0.9983087882524232,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,0.9912700062357098
260211-1,PMBTA-3,PMBTA-3,pmbta,1,1,25.76333333333333,25.76333333333333,25.76333333333333,25.76333333333333,22.281910094046204,1646.36896290409,13.068616911501136,1.1206981042077675,0.90903514976539,exp,13.068616911501136,13.596311475409834,0.99851680305485,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,0.8032633548118894
260211-1,PMBTA-4,PMBTA-4,pmbta,1,1,33.61,33.61,33.61,33.61,20.652394648229237,1493.3705010319115,11.3821559344823,0.9760757901125346,0.9696525648908856,exp,11.3821559344823,12.905050337426704,0.9982121960481192,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,1.047911037206402
260211-1,PMBTA-5,PMBTA-5,pmbta,1,1,30.479999999999997,30.479999999999997,30.479999999999997,30.479999999999997,16.21814318664713,1456.658826737567,11.506466125899916,0.9867359997428914,0.9524364611522864,exp,11.506466125899916,13.580780132271562,0.9976529612893248,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,0.9503221783413012
260211-1,PMBTA-6,PMBTA-6,pmbta,1,1,34.463333333333324,34.463333333333324,34.463333333333324,34.463333333333324,18.0361921342674,1412.760368374268,10.69998626803952,0.9175763898234606,0.9760041406479544,exp,10.69998626803952,12.2151071615264,0.9996863884360808,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,1.074516732488048
260211-1,PMBTA-7,PMBTA-7,pmbta,1,1,32.56666666666666,32.56666666666666,32.56666666666666,32.56666666666666,15.875526725066136,1286.5342266058744,9.50202634709529,0.8148454412149997,0.982992662892926,exp,9.50202634709529,9.850300928287256,0.9985764049370544,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,1.0153814175847018
260211-1,PMBTA-8,PMBTA-8,pmbta,1,1,34.76333333333332,34.76333333333332,34.76333333333332,34.76333333333332,13.3414193439124,1237.7892545151353,9.168712304684457,0.7862621245591332,0.9824148479621686,exp,9.168712304684457,10.661499999999998,0.9979570533816076,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,1.0838702972355017
260211-1,PMBTA-9,PMBTA-9,pmbta,1,1,33.00333333333333,33.00333333333333,33.00333333333333,33.00333333333333,17.287116479117287,1431.8164329021815,11.25131797382026,0.9648557921995714,0.965084388794591,exp,11.25131797382026,13.576043737574548,0.9993070790851272,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,1.0289960507171063
260211-1,PMPC,PMPC,homopolymer_pmpc,1,1,28.399999999999995,28.399999999999995,28.399999999999995,28.399999999999995,22.68276324614352,1702.850435949027,14.156198806913505,1.213963594857101,0.9172559760650404,exp,14.156198806913505,15.94302505104836,0.999640577554688,6.0,0.0,4.0,7,1,32.07333333333333,11.661139483000616,1,1,0.8854707960922884
260211-1,PMTAC,PMTAC,homopolymer_pmtac,1,1,13.296493506493508,13.296493506493508,13.296493506493508,13.296493506493508,31.38672110278725,2517.586261159716,18.931999387264057,1.623511957374557,,nan,,18.931999387264057,0.9940134479251684,6.0,0.0,21.0,7,1,32.07333333333333,11.661139483000616,1,1,0.414565376423618
260211-2,GOx,GOX,reference,0,1,32.51666666666666,32.51666666666666,32.51666666666666,32.51666666666666,28.41326792121256,1711.8330925865525,13.725580993734107,1.0,0.9418217239105292,exp,13.725580993734107,14.284245491932932,0.99925371014583,6.0,0.0,4.0,7,1,32.51666666666666,13.725580993734107,1,1,1.0
260211-2,GOx with DMSO,GOX WITH DMSO,solvent_control,0,1,30.563333333333325,30.563333333333325,30.563333333333325,30.563333333333325,20.37922814452427,1610.8715420254302,13.032720378122177,0.9495204890832504,0.9093098343389332,exp,13.032720378122177,13.895730490494696,0.9982880193115848,6.0,0.0,4.0,7,1,32.51666666666666,13.725580993734107,1,1,0.9399282419272168
260211-2,GOx with EtOH,GOX WITH ETOH,solvent_control,0,1,29.37666666666666,29.37666666666666,29.37666666666666,29.37666666666666,19.37883970109093,1543.2360105570137,12.233144148745795,0.8912660348826307,0.920541329316068,exp,12.233144148745795,13.215718225119076,0.9995258269924844,6.0,0.0,4.0,7,1,32.51666666666666,13.725580993734107,1,1,0.9034341363403383
260211-2,PMBTA-1,PMBTA-1,pmbta,1,1,30.59666666666666,30.59666666666666,30.59666666666666,30.59666666666666,17.810841517127596,1495.184872867627,11.854991820378126,0.863715118929397,0.9259800271802552,exp,11.854991820378126,13.10129728706027,0.998947935967248,6.0,0.0,4.0,7,1,32.51666666666666,13.725580993734107,1,1,0.940953357252691
260211-2,PMBTA-10,PMBTA-10,pmbta,1,1,18.680555555555564,18.680555555555564,18.680555555555564,18.680555555555564,55.48932554434408,2410.978574546172,21.90141377460622,1.5956638764220237,0.8117108525967022,exp,21.90141377460622,22.336353115619666,0.9996208203208784,6.0,0.0,8.0,7,1,32.51666666666666,13.725580993734107,1,1,0.5744917136511195
260211-2,PMBTA-11,PMBTA-11,pmbta,1,1,33.443333333333335,33.443333333333335,33.443333333333335,33.443333333333335,31.555865643376823,1777.850301796279,14.707290985432351,1.071524111959006,0.9496997625199916,exp,14.707290985432351,16.524229902329072,0.9979133269208892,6.0,0.0,4.0,7,1,32.51666666666666,13.725580993734107,1,1,1.0284982060481807
260211-2,PMBTA-2,PMBTA-2,pmbta,1,1,31.069999999999997,31.069999999999997,31.069999999999997,31.069999999999997,18.7104387941208,1485.3105310603657,11.647201510649454,0.8485762107969449,0.9341265708279162,exp,11.647201510649454,13.017769352553954,0.998648553198232,6.0,0.0,4.0,7,1,32.51666666666666,13.725580993734107,1,1,0.9555099948744236
260211-2,PMBTA-3,PMBTA-3,pmbta,1,1,32.56999999999999,32.56999999999999,32.56999999999999,32.56999999999999,22.394500733462973,1600.3503498514244,12.581540354169954,0.9166490190771216,0.933051996227608,exp,12.581540354169954,13.41541787596991,0.9983601879989548,6.0,0.0,4.0,7,1,32.51666666666666,13.725580993734107,1,1,1.0016401845207585
260211-2,PMBTA-4,PMBTA-4,pmbta,1,1,32.773333333333326,32.773333333333326,32.773333333333326,32.773333333333326,26.45298151807508,1668.3094163769506,13.325504592301687,0.9708517692901264,0.9539421192887212,exp,13.325504592301687,14.570202450370171,0.9990587364728764,6.0,0.0,4.0,7,1,32.51666666666666,13.725580993734107,1,1,1.0078933880061507
260211-2,PMBTA-5,PMBTA-5,pmbta,1,1,30.349999999999987,30.349999999999987,30.349999999999987,30.349999999999987,27.253471405036475,1713.4045800437893,13.92178020807794,1.0142944196266372,0.9393122623891272,exp,13.92178020807794,15.127218338262974,0.9986552652725056,6.0,0.0,4.0,7,1,32.51666666666666,13.725580993734107,1,1,0.9333675038441823
260211-2,PMBTA-6,PMBTA-6,pmbta,1,1,32.63999999999999,32.63999999999999,32.63999999999999,32.63999999999999,20.395658263305315,1572.6951765554704,12.686565862527418,0.924300826924484,0.9385692000671524,exp,12.686565862527418,14.346096804637993,0.9998110976088144,6.0,0.0,4.0,7,1,32.51666666666666,13.725580993734107,1,1,1.0037929267042542
260211-2,PMBTA-7,PMBTA-7,pmbta,1,1,31.069999999999997,31.069999999999997,31.069999999999997,31.069999999999997,19.61903740146419,1526.3937016029065,12.307265283384528,0.8966662532539017,0.9497503513471904,exp,12.307265283384528,15.298043091520064,0.999498715064772,6.0,0.0,4.0,7,1,32.51666666666666,13.725580993734107,1,1,0.9555099948744236
260211-2,PMBTA-8,PMBTA-8,pmbta,1,1,30.87666666666666,30.87666666666666,30.87666666666666,30.87666666666666,18.23888084278887,1533.4797988365947,12.430206238275742,0.9056233207140943,0.9414395230609388,exp,12.430206238275742,15.171506460399945,0.999608489484839,6.0,0.0,4.0,7,1,32.51666666666666,13.725580993734107,1,1,0.9495643259866736
