run_id,plate_id,well,row,col,changed,reason,method_current,cur_kind,cur_idx,cur_t,cur_n,cur_slope,cur_r2,new_kind,new_idx,new_t,new_n,new_slope,new_r2,slope_ratio_new_over_cur
260205-R1,plate1,E6,E,6,False,keep,initial_positive,current,0..6,6-186,7,2.4476190476190482,0.9769333737621749,current,0..6,6-186,7,2.4476190476190482,0.9769333737621749,1.0
260205-R1,plate1,E7,E,7,False,keep,initial_positive,current,0..8,6-246,9,1.4088888888888889,0.9735183705103054,current,0..8,6-246,9,1.4088888888888889,0.9735183705103054,1.0
260205-R1,plate1,F1,F,1,False,keep,initial_positive_tangent,current,0..3,6-96,4,6.653333333333332,0.9718629249443816,current,0..3,6-96,4,6.653333333333332,0.9718629249443816,1.0
260205-R1,plate1,F2,F,2,True,underestimate_to_tangent,initial_positive,current,0..4,6-126,5,5.986666666666666,0.9095794118443256,tangent_best,0..3,6-96,4,7.866666666666665,0.9990815682222605,1.3140311804008906
260205-R1,plate1,F3,F,3,False,keep,initial_positive_tangent,current,0..3,6-96,4,6.393333333333333,0.9870628451222718,current,0..3,6-96,4,6.393333333333333,0.9870628451222718,1.0
260205-R1,plate1,F4,F,4,False,keep,initial_positive_tangent,current,0..3,6-96,4,6.5666666666666655,0.9966409688801688,current,0..3,6-96,4,6.5666666666666655,0.9966409688801688,1.0
260205-R1,plate1,F5,F,5,False,keep,initial_positive_tangent,current,0..3,6-96,4,6.186666666666665,0.9973409922638625,current,0..3,6-96,4,6.186666666666665,0.9973409922638625,1.0
260205-R1,plate1,F6,F,6,True,underestimate_to_tangent,initial_positive,current,0..5,6-156,6,3.8323809523809507,0.955878158205431,tangent_best,0..3,6-96,4,4.579999999999999,0.9470158013544019,1.1950795228628235
260205-R1,plate1,F7,F,7,False,keep,initial_positive,current,0..5,6-156,6,2.253333333333333,0.9954127907459194,current,0..5,6-156,6,2.253333333333333,0.9954127907459194,1.0
260205-R1,plate1,G1,G,1,False,keep,initial_positive_tangent,current,0..3,6-96,4,6.233333333333332,0.990000622837762,current,0..3,6-96,4,6.233333333333332,0.990000622837762,1.0
260205-R1,plate1,G2,G,2,False,keep,initial_positive_tangent,current,0..3,6-96,4,5.499999999999999,0.9862772516827394,current,0..3,6-96,4,5.499999999999999,0.9862772516827394,1.0
260205-R1,plate1,G3,G,3,False,keep,initial_positive,current,0..5,6-156,6,4.100952380952379,0.9970983806557754,current,0..5,6-156,6,4.100952380952379,0.9970983806557754,1.0
260205-R1,plate1,G4,G,4,False,keep,initial_positive,current,0..5,6-156,6,2.744761904761904,0.9917260680913457,current,0..5,6-156,6,2.744761904761904,0.9917260680913457,1.0
260205-R1,plate1,G5,G,5,False,keep,initial_positive_promote_long_ext,current,0..12,6-366,13,1.798534798534798,0.9930195643978836,current,0..12,6-366,13,1.798534798534798,0.9930195643978836,1.0
260205-R1,plate1,G6,G,6,False,keep,full_range_outlier_skip,current,0..20,6-606,21,0.5483982683982684,0.9745391777829814,current,0..20,6-606,21,0.5483982683982684,0.9745391777829814,1.0
260205-R1,plate1,G7,G,7,False,keep,initial_positive_early_steep,current,0..15,6-456,16,0.2812745098039216,0.9299197026484286,current,0..15,6-456,16,0.2812745098039216,0.9299197026484286,1.0
260205-R1,plate1,H1,H,1,False,keep,initial_positive_tangent,current,0..3,6-96,4,5.979999999999999,0.9962779294589625,current,0..3,6-96,4,5.979999999999999,0.9962779294589625,1.0
260205-R1,plate1,H2,H,2,False,keep,initial_positive_tangent,current,0..3,6-96,4,5.686666666666666,0.995177361226039,current,0..3,6-96,4,5.686666666666666,0.995177361226039,1.0
260205-R1,plate1,H3,H,3,False,keep,initial_positive_tangent,current,0..3,6-96,4,4.1933333333333325,0.9851250575800207,current,0..3,6-96,4,4.1933333333333325,0.9851250575800207,1.0
260205-R1,plate1,H4,H,4,False,keep,initial_positive,current,0..5,6-156,6,2.4780952380952375,0.9911669892281071,current,0..5,6-156,6,2.4780952380952375,0.9911669892281071,1.0
260205-R1,plate1,H5,H,5,False,keep,initial_positive_tangent,current,0..3,6-96,4,1.8333333333333328,0.970858206560113,current,0..3,6-96,4,1.8333333333333328,0.970858206560113,1.0
260205-R1,plate1,H6,H,6,False,keep,initial_positive_ext_skip1,current,0..14,6-426,15,0.2947619047619047,0.9553199517304887,current,0..14,6-426,15,0.2947619047619047,0.9553199517304887,1.0
260205-R1,plate1,H7,H,7,False,keep,initial_positive_post_long_ext,current,0..19,6-576,20,0.1358395989974938,0.881469845355999,current,0..19,6-576,20,0.1358395989974938,0.881469845355999,1.0
260205-R2,plate1,A1,A,1,False,keep,initial_positive_intskip1_tangent,current,0..3,6-96,4,6.72,0.9835669480368621,current,0..3,6-96,4,6.72,0.9835669480368621,1.0
260205-R2,plate1,A2,A,2,False,keep,initial_positive,current,0..5,6-156,6,4.630476190476188,0.9802877341029244,current,0..5,6-156,6,4.630476190476188,0.9802877341029244,1.0
260205-R2,plate1,A3,A,3,False,keep,initial_positive_tangent,current,0..3,6-96,4,3.8999999999999995,0.9860828975234472,current,0..3,6-96,4,3.8999999999999995,0.9860828975234472,1.0
260205-R2,plate1,A4,A,4,False,keep,initial_positive_tangent,current,0..3,6-96,4,2.853333333333333,0.9758363520136373,current,0..3,6-96,4,2.853333333333333,0.9758363520136373,1.0
260205-R2,plate1,A5,A,5,False,keep,initial_positive,current,0..5,6-156,6,1.7885714285714276,0.9795612058414541,current,0..5,6-156,6,1.7885714285714276,0.9795612058414541,1.0
260205-R2,plate1,A6,A,6,False,keep,initial_positive,current,0..5,6-156,6,0.4590476190476189,0.9790307627475768,current,0..5,6-156,6,0.4590476190476189,0.9790307627475768,1.0
260205-R2,plate1,A7,A,7,False,keep,initial_positive_tangent,current,0..3,6-96,4,0.29333333333333333,0.9877551020408163,current,0..3,6-96,4,0.29333333333333333,0.9877551020408163,1.0
260205-R2,plate1,B1,B,1,True,underestimate_to_tangent,initial_positive,current,0..5,6-156,6,4.062857142857141,0.8619471675521964,tangent_best,0..3,6-96,4,5.96,0.9311415056970431,1.4669479606188471
260205-R2,plate1,B2,B,2,False,keep,initial_positive_tangent,current,0..3,6-96,4,6.106666666666665,0.9971193611256358,current,0..3,6-96,4,6.106666666666665,0.9971193611256358,1.0
260205-R2,plate1,B3,B,3,False,keep,initial_positive_ext_tangent,current,0..3,6-96,4,4.913333333333332,0.9824800354523338,current,0..3,6-96,4,4.913333333333332,0.9824800354523338,1.0
260205-R2,plate1,B4,B,4,False,keep,initial_positive_tangent,current,0..3,6-96,4,3.866666666666666,0.9950307619498343,current,0..3,6-96,4,3.866666666666666,0.9950307619498343,1.0
260205-R2,plate1,B5,B,5,False,keep,initial_positive_promote_long_ext_tangent,current,0..5,6-156,6,2.409523809523809,0.9883921429755274,current,0..5,6-156,6,2.409523809523809,0.9883921429755274,1.0
260205-R2,plate1,B6,B,6,False,keep,initial_positive_ext,current,0..20,6-606,21,0.6374891774891774,0.981647414927391,current,0..20,6-606,21,0.6374891774891774,0.981647414927391,1.0
260205-R2,plate1,B7,B,7,False,keep,initial_positive_tangent,current,0..3,6-96,4,0.3466666666666667,0.9868613138686131,current,0..3,6-96,4,0.3466666666666667,0.9868613138686131,1.0
260205-R2,plate1,C1,C,1,False,keep,initial_positive_tangent,current,0..3,6-96,4,6.206666666666666,0.9958020024930636,current,0..3,6-96,4,6.206666666666666,0.9958020024930636,1.0
260205-R2,plate1,C2,C,2,False,keep,initial_positive_tangent,current,0..3,6-96,4,5.786666666666664,0.988615667235271,current,0..3,6-96,4,5.786666666666664,0.988615667235271,1.0
260205-R2,plate1,C3,C,3,False,keep,initial_positive_ext_tangent,current,0..3,6-96,4,4.406666666666665,0.9930586965168475,current,0..3,6-96,4,4.406666666666665,0.9930586965168475,1.0
260205-R2,plate1,C4,C,4,False,keep,initial_positive_promote_long_ext,current,0..7,6-216,8,2.9309523809523816,0.9948673136906431,current,0..7,6-216,8,2.9309523809523816,0.9948673136906431,1.0
260205-R2,plate1,C5,C,5,False,keep,initial_positive,current,0..5,6-156,6,2.0857142857142845,0.9971723808137721,current,0..5,6-156,6,2.0857142857142845,0.9971723808137721,1.0
260205-R2,plate1,C6,C,6,False,keep,initial_positive_ext,current,0..20,6-606,21,0.5290909090909092,0.9762901276611764,current,0..20,6-606,21,0.5290909090909092,0.9762901276611764,1.0
260205-R2,plate1,C7,C,7,False,keep,initial_positive,current,0..5,6-156,6,0.29333333333333306,0.8317512274959084,current,0..5,6-156,6,0.29333333333333306,0.8317512274959084,1.0
260205-R2,plate1,D1,D,1,True,underestimate_to_tangent,initial_positive,current,0..4,6-126,5,5.28,0.958374840338086,tangent_best,0..3,6-96,4,6.353333333333332,0.9970950370805453,1.2032828282828278
260205-R2,plate1,D2,D,2,False,keep,initial_positive_tangent,current,0..3,6-96,4,5.733333333333332,0.990120217408766,current,0..3,6-96,4,5.733333333333332,0.990120217408766,1.0
260205-R2,plate1,D3,D,3,False,keep,initial_positive_tangent,current,0..3,6-96,4,4.866666666666665,0.9905572697869809,current,0..3,6-96,4,4.866666666666665,0.9905572697869809,1.0
260205-R2,plate1,D4,D,4,False,keep,initial_positive_ext_tangent,current,0..4,6-126,5,3.246666666666667,0.9939192020786187,current,0..4,6-126,5,3.246666666666667,0.9939192020786187,1.0
260205-R2,plate1,D5,D,5,False,keep,initial_positive_ext,current,0..12,6-366,13,2.0432234432234426,0.982956240652716,current,0..12,6-366,13,2.0432234432234426,0.982956240652716,1.0
260205-R2,plate1,D6,D,6,False,keep,initial_positive,current,4..9,126-276,6,0.9295238095238093,0.9872481552110107,current,4..9,126-276,6,0.9295238095238093,0.9872481552110107,1.0
260205-R2,plate1,D7,D,7,False,keep,full_range_outlier_skip,current,0..20 (skip 1),6-606,20,0.30276750700280114,0.9847944688581958,current,0..20 (skip 1),6-606,20,0.30276750700280114,0.9847944688581958,1.0
260205-R2,plate1,E1,E,1,False,keep,initial_positive_tangent,current,0..3,6-96,4,6.239999999999999,0.9940048560212394,current,0..3,6-96,4,6.239999999999999,0.9940048560212394,1.0
260205-R2,plate1,E2,E,2,False,keep,initial_positive_tangent,current,0..3,6-96,4,5.7333333333333325,0.9998377764559563,current,0..3,6-96,4,5.7333333333333325,0.9998377764559563,1.0
260205-R2,plate1,E3,E,3,False,keep,initial_positive,current,0..5,6-156,6,3.779047619047618,0.9970253292806485,current,0..5,6-156,6,3.779047619047618,0.9970253292806485,1.0
260205-R2,plate1,E4,E,4,False,keep,initial_positive_tangent,current,0..3,6-96,4,3.2399999999999998,0.9953476611883691,current,0..3,6-96,4,3.2399999999999998,0.9953476611883691,1.0
260205-R2,plate1,E5,E,5,False,keep,initial_positive_tangent,current,0..4,6-126,5,2.22,0.9861007363141607,current,0..4,6-126,5,2.22,0.9861007363141607,1.0
260205-R2,plate1,E6,E,6,False,keep,initial_positive_ext_intskip1,current,0..20 (skip 1),6-606,20,0.5031705477285446,0.9806085847491056,current,0..20 (skip 1),6-606,20,0.5031705477285446,0.9806085847491056,1.0
260205-R2,plate1,E7,E,7,False,keep,initial_positive,current,1..6,36-186,6,0.26095238095238094,0.8039837224245021,current,1..6,36-186,6,0.26095238095238094,0.8039837224245021,1.0
260205-R2,plate1,F1,F,1,True,underestimate_to_tangent,initial_positive,current,0..4,6-126,5,4.96,0.9352355592801098,tangent_best,0..3,6-96,4,6.213333333333332,0.99316716213126,1.2526881720430105
260205-R2,plate1,F2,F,2,False,keep,initial_positive_tangent,current,0..3,6-96,4,5.933333333333333,0.9964524732048509,current,0..3,6-96,4,5.933333333333333,0.9964524732048509,1.0
260205-R2,plate1,F3,F,3,False,keep,initial_positive,current,0..5,6-156,6,3.4895238095238077,0.9861115246295963,current,0..5,6-156,6,3.4895238095238077,0.9861115246295963,1.0
260205-R2,plate1,F4,F,4,False,keep,initial_positive_promote_long_ext,current,0..7,6-216,8,2.29920634920635,0.9943893118962726,current,0..7,6-216,8,2.29920634920635,0.9943893118962726,1.0
260205-R2,plate1,F5,F,5,False,keep,initial_positive_promote_long_ext,current,2..13,66-396,12,1.5666666666666667,0.9851734494341023,current,2..13,66-396,12,1.5666666666666667,0.9851734494341023,1.0
260205-R2,plate1,F6,F,6,False,keep,initial_positive_ext_intskip1,current,9..15 (skip 1),276-456,6,0.3681159420289854,0.9918824180554702,current,9..15 (skip 1),276-456,6,0.3681159420289854,0.9918824180554702,1.0
260205-R2,plate1,F7,F,7,False,keep,initial_positive_intskip1,current,1..7 (skip 1),36-216,6,0.19285714285714278,0.9811085634532948,current,1..7 (skip 1),36-216,6,0.19285714285714278,0.9811085634532948,1.0
260205-R2,plate1,G1,G,1,False,keep,initial_positive_tangent,current,0..3,6-96,4,5.559999999999999,0.9770417193426043,current,0..3,6-96,4,5.559999999999999,0.9770417193426043,1.0
260205-R2,plate1,G2,G,2,False,keep,initial_positive_tangent,current,0..3,6-96,4,4.166666666666665,0.970123306552756,current,0..3,6-96,4,4.166666666666665,0.970123306552756,1.0
260205-R2,plate1,G3,G,3,False,keep,initial_positive_intskip1,current,0..5 (skip 1),6-156,5,3.1682170542635646,0.999709428010685,current,0..5 (skip 1),6-156,5,3.1682170542635646,0.999709428010685,1.0
260205-R2,plate1,G4,G,4,False,keep,initial_positive_promote_long_ext,current,0..9,6-276,10,1.854141414141414,0.991147180801898,current,0..9,6-276,10,1.854141414141414,0.991147180801898,1.0
260205-R2,plate1,G5,G,5,False,keep,initial_positive,current,0..7,6-216,8,1.4579365079365088,0.9758947784551594,current,0..7,6-216,8,1.4579365079365088,0.9758947784551594,1.0
260205-R2,plate1,G6,G,6,False,keep,initial_positive_ext,current,0..20,6-606,21,0.4471861471861472,0.9773340307108244,current,0..20,6-606,21,0.4471861471861472,0.9773340307108244,1.0
260205-R2,plate1,G7,G,7,False,keep,initial_positive_promote_long_ext,current,12..20,366-606,9,0.2766666666666666,0.9585807050092764,current,12..20,366-606,9,0.2766666666666666,0.9585807050092764,1.0
260205-R2,plate1,H1,H,1,True,underestimate_to_tangent,initial_positive,current,0..4,6-126,5,2.6266666666666665,0.8975877142262414,tangent_best,0..3,6-96,4,3.48,0.9903467325725086,1.3248730964467006
260205-R2,plate1,H2,H,2,False,keep,initial_positive_intskip1_tangent,current,0..2,6-66,3,4.2666666666666675,0.9960282078301046,current,0..2,6-66,3,4.2666666666666675,0.9960282078301046,1.0
260205-R2,plate1,H3,H,3,False,keep,initial_positive_tangent,current,0..4,6-126,5,3.58,0.9972644902476138,current,0..4,6-126,5,3.58,0.9972644902476138,1.0
260205-R2,plate1,H4,H,4,False,keep,initial_positive_tangent,current,0..3,6-96,4,1.9933333333333332,0.9796833050243822,current,0..3,6-96,4,1.9933333333333332,0.9796833050243822,1.0
260205-R2,plate1,H5,H,5,False,keep,initial_positive,current,0..5,6-156,6,1.5790476190476181,0.9791454834289893,current,0..5,6-156,6,1.5790476190476181,0.9791454834289893,1.0
260205-R2,plate1,H6,H,6,False,keep,initial_positive_post_full_ext,current,0..20,6-606,21,0.28995670995670997,0.9616258246613615,current,0..20,6-606,21,0.28995670995670997,0.9616258246613615,1.0
260205-R2,plate1,H7,H,7,False,keep,initial_positive_post_long_ext,current,2..17,66-516,16,0.13990196078431372,0.8672776948450887,current,2..17,66-516,16,0.13990196078431372,0.8672776948450887,1.0
260205-R2,plate2,A1,A,1,False,keep,initial_positive_promote_long_ext,current,0..7,6-216,8,3.066666666666668,0.9941829246465008,current,0..7,6-216,8,3.066666666666668,0.9941829246465008,1.0
260205-R2,plate2,A2,A,2,False,keep,initial_positive,current,0..5,6-156,6,2.7866666666666653,0.971197611447266,current,0..5,6-156,6,2.7866666666666653,0.971197611447266,1.0
260205-R2,plate2,A3,A,3,False,keep,initial_positive,current,1..6,36-186,6,2.4247619047619042,0.9929478780625046,current,1..6,36-186,6,2.4247619047619042,0.9929478780625046,1.0
260205-R2,plate2,A4,A,4,False,keep,initial_positive_tangent,current,1..5,36-156,5,1.9066666666666665,0.9800623052959502,current,1..5,36-156,5,1.9066666666666665,0.9800623052959502,1.0
260205-R2,plate2,A5,A,5,False,keep,initial_positive_promote_long_ext,current,1..12,36-366,12,1.175058275058275,0.9854727680618532,current,1..12,36-366,12,1.175058275058275,0.9854727680618532,1.0
260205-R2,plate2,A6,A,6,True,overestimate_to_long,initial_positive_intskip2_tangent,current,7..8,216-246,2,0.5333333333333335,1.0,long_trim2,1..20 (skip 1),36-606,19,0.3276696647587899,0.9698721326306168,0.6143806214227308
260205-R2,plate2,A7,A,7,False,keep,initial_positive,current,1..13,36-396,13,0.12564102564102558,0.8131894716469906,current,1..13,36-396,13,0.12564102564102558,0.8131894716469906,1.0
260205-R2,plate2,B1,B,1,False,keep,initial_positive,current,0..5,6-156,6,3.733333333333332,0.9865298883083266,current,0..5,6-156,6,3.733333333333332,0.9865298883083266,1.0
260205-R2,plate2,B2,B,2,False,keep,initial_positive,current,0..5,6-156,6,2.9923809523809513,0.9914206846500393,current,0..5,6-156,6,2.9923809523809513,0.9914206846500393,1.0
260205-R2,plate2,B3,B,3,False,keep,initial_positive_promote_long_ext_intskip1,current,0..10,6-306,11,1.8030303030303034,0.9879363077232188,current,0..10,6-306,11,1.8030303030303034,0.9879363077232188,1.0
260205-R2,plate2,B4,B,4,False,keep,initial_positive_ext_intskip1,current,0..20 (skip 1),6-606,20,1.1574229691876752,0.9928965230409563,current,0..20 (skip 1),6-606,20,1.1574229691876752,0.9928965230409563,1.0
260205-R2,plate2,B5,B,5,True,overestimate_to_long,initial_positive,current,4..9,126-276,6,1.2095238095238094,0.9785154117137923,long_trim2,0..19 (skip 1),6-576,19,0.780417028670721,0.9815494750830239,0.6452266772474465
260205-R2,plate2,B6,B,6,False,keep,initial_positive_promote_long_ext,current,3..13,96-396,11,0.23696969696969697,0.8915383718217869,current,3..13,96-396,11,0.23696969696969697,0.8915383718217869,1.0
260205-R2,plate2,B7,B,7,False,keep,initial_positive,current,5..9,156-276,5,0.2666666666666664,0.8247422680412372,current,5..9,156-276,5,0.2666666666666664,0.8247422680412372,1.0
260205-R2,plate2,C1,C,1,False,keep,initial_positive_ext_tangent,current,0..4,6-126,5,3.506666666666667,0.9915565239829124,current,0..4,6-126,5,3.506666666666667,0.9915565239829124,1.0
260205-R2,plate2,C2,C,2,False,keep,initial_positive,current,0..5,6-156,6,3.0552380952380944,0.9927928298741524,current,0..5,6-156,6,3.0552380952380944,0.9927928298741524,1.0
260205-R2,plate2,C3,C,3,False,keep,initial_positive,current,0..7,6-216,8,2.138095238095239,0.9714899317647361,current,0..7,6-216,8,2.138095238095239,0.9714899317647361,1.0
260205-R2,plate2,C4,C,4,False,keep,initial_positive_promote_long_ext,current,0..12,6-366,13,1.4853479853479847,0.9942771254084917,current,0..12,6-366,13,1.4853479853479847,0.9942771254084917,1.0
260205-R2,plate2,C5,C,5,False,keep,initial_positive_promote_long_ext,current,1..20,36-606,20,0.9864160401002507,0.989349046012358,current,1..20,36-606,20,0.9864160401002507,0.989349046012358,1.0
260205-R2,plate2,C6,C,6,False,keep,initial_positive_ext,current,12..19,366-576,8,0.4015873015873016,0.9835584443522488,current,12..19,366-576,8,0.4015873015873016,0.9835584443522488,1.0
260205-R2,plate2,C7,C,7,False,keep,initial_positive,current,2..20,66-606,19,0.13298245614035087,0.8880249763013642,current,2..20,66-606,19,0.13298245614035087,0.8880249763013642,1.0
260205-R3,plate1,A1,A,1,False,keep,initial_positive_tangent,current,0..3,6-96,4,5.806666666666666,0.9888245146406157,current,0..3,6-96,4,5.806666666666666,0.9888245146406157,1.0
260205-R3,plate1,A2,A,2,False,keep,initial_positive,current,0..5,6-156,6,3.868571428571427,0.9525181932695005,current,0..5,6-156,6,3.868571428571427,0.9525181932695005,1.0
260205-R3,plate1,A3,A,3,False,keep,initial_positive,current,0..5,6-156,6,3.379047619047618,0.9894411851628279,current,0..5,6-156,6,3.379047619047618,0.9894411851628279,1.0
260205-R3,plate1,A4,A,4,False,keep,initial_positive,current,0..5,6-156,6,2.729523809523809,0.9893670377850137,current,0..5,6-156,6,2.729523809523809,0.9893670377850137,1.0
260205-R3,plate1,A5,A,5,False,keep,initial_positive_promote_long_ext,current,0..7,6-216,8,2.1293650793650802,0.9937444461148377,current,0..7,6-216,8,2.1293650793650802,0.9937444461148377,1.0
260205-R3,plate1,A6,A,6,False,keep,initial_positive,current,0..5,6-156,6,1.1733333333333331,0.9795446331767257,current,0..5,6-156,6,1.1733333333333331,0.9795446331767257,1.0
260205-R3,plate1,A7,A,7,False,keep,initial_positive_promote_long_ext_intskip1,current,0..17,6-516,18,0.6068799449604404,0.9784896704044187,current,0..17,6-516,18,0.6068799449604404,0.9784896704044187,1.0
260205-R3,plate1,B1,B,1,False,keep,initial_positive_intskip1_tangent,current,0..3,6-96,4,4.933333333333333,0.9854237898146482,current,0..3,6-96,4,4.933333333333333,0.9854237898146482,1.0
260205-R3,plate1,B2,B,2,False,keep,initial_positive_ext_tangent,current,0..3,6-96,4,4.46,0.9935753848886126,current,0..3,6-96,4,4.46,0.9935753848886126,1.0
260205-R3,plate1,B3,B,3,False,keep,initial_positive,current,0..5,6-156,6,3.4838095238095232,0.970321797794091,current,0..5,6-156,6,3.4838095238095232,0.970321797794091,1.0
260205-R3,plate1,B4,B,4,False,keep,initial_positive_tangent,current,0..3,6-96,4,2.553333333333333,0.993996273081484,current,0..3,6-96,4,2.553333333333333,0.993996273081484,1.0
